Token	NER
seul	O
ma	O
gloire	O
et	O
mes	O
plaisirs	O
:	O
Ainsi	O
loin	O
de	O
cacher	O
cette	O
flamme	O
divine	O
;	O

J'	O
en	O
veux	O
vanter	O
partout	O
l'	O
adorable	O
origine	O
,	O
Et	O
faire	O
voir	O
partout	O
un	O
feu	O
si	O
glorieux	O
.	O

Et	O
n'	O
est-ce	O
pas	O
assez	O
qu'	O
il	O
paraisse	O
à	O
vos	O
yeux	O
?	O

Un	O
témoin	O
comme	O
moi	O
suffit	O
pour	O
votre	O
gloire	O
.	O

Je	O
veux	O
que	O
tout	O
le	O
monde	O
apprenne	O
ma	O
victoire	O
,	O
Et	O
ne	O
croirai	O
jamais	O
qu'	O
on	O
m'	O
aime	O
tendrement	O
,	O
Si	O
le	O
grand	O
Jupiter	O
rougit	O
du	O
nom	O
d'	O
amant	O
:	O
Ma	O
gloire	O
en	O
cet	O
état	O
est	O
toujours	O
imparfaite	O
.	O

Hé	O
bien	O
que	O
tout	O
le	O
monde	O
apprenne	O
ma	O
défaite	O
:	O
Il	O
faut	O
bien	O
satisfaire	O
à	O
votre	O
ambition	O
;	O

Que	O
mon	O
amour	O
éclate	O
aussi	O
loin	O
que	O
mon	O
nom	O
.	O

Après	O
un	O
tel	O
aveu	O
je	O
brave	O
la	O
colère	O
Des	O
hommes	O
et	O
des	O
Dieux	O
,	O
d'	O
un	O
amant	O
et	O
d'	O
un	O
père	O
.	O

Mais	O
Alcméon	O
paraît	O
,	O
tachons	O
de	O
l'	O
éviter	O
.	O

Il	O
faut	O
voir	O
le	O
rival	O
,	O
qu'	O
on	O
donne	O
à	O
Jupiter	O
.	O

Ce	O
beau	O
berger	O
est-il	O
de	O
votre	O
confidence	O
?	O

Comment	O
?	O

Je	O
vous	O
apporte	O
un	O
avis	O
d'	O
importance	O
,	O
Et	O
n'	O
ose	O
devant	O
lui	O
...	O
Parlez	O
ne	O
craignez	O
rien	O
,	O
Ou	O
gardez	O
votre	O
avis	O
,	O
s'	O
il	O
rompt	O
notre	O
entretien	O
.	O

J'	O
ai	O
trop	O
de	O
l'	O
interrompre	O
;	O

et	O
je	O
vois	O
bien	O
Madame	O
,	O
Puisque	O
vous	O
lui	O
fiez	O
le	O
secret	O
de	O
votre	O
âme	O
,	O
Que	O
c'	O
est	O
lui	O
qui	O
souvent	O
vous	O
attire	O
en	O
ces	O
lieux	O
.	O

C'	O
est	O
donc	O
là	O
ce	O
rival	O
si	O
fier	O
,	O
si	O
glorieux	O
;	O

Puis	O
donc	O
qu'	O
on	O
ne	O
craint	O
rien	O
d'	O
un	O
témoin	O
si	O
fidèle	O
,	O
Apprenez	O
le	O
sujet	O
d'	O
une	O
douleur	O
mortelle	O
.	O

Malgré	O
tous	O
mes	O
conseils	O
,	O
contre	O
votre	O
dessein	O
,	O
Le	O
Roi	O
vous	O
veut	O
contraindre	O
à	O
me	O
donner	O
la	O
main	O
,	O
Et	O
pour	O
ce	O
coup	O
fatal	O
marque	O
cette	O
journée	O
.	O

Mes	O
ordres	O
sauront	O
bien	O
rompre	O
cet	O
Hyménée	O
.	O

Que	O
me	O
conseillez-vous	O
sur	O
cet	O
ordre	O
absolu	O
?	O

Ou	O
vous-même	O
plutôt	O
qu'	O
avez-vous	O
résolu	O
?	O

Mon	O
sort	O
dépend	O
de	O
vous	O
,	O
faut-il	O
que	O
j'	O
obéisse	O
?	O

C'	O
est	O
à	O
ce	O
digne	O
amant	O
faire	O
trop	O
d'	O
injustice	O
,	O
De	O
prendre	O
en	O
ce	O
besoin	O
conseil	O
de	O
son	O
rival	O
.	O

Ce	O
conseil	O
quel	O
qu'	O
il	O
soit	O
nous	O
fera	O
peu	O
de	O
mal	O
.	O

Hé	O
quoi	O
vous	O
me	O
braver	O
?	O

Non	O
j'	O
aurais	O
peu	O
de	O
gloire	O
,	O
De	O
braver	O
un	O
rival	O
quand	O
il	O
perd	O
la	O
victoire	O
.	O

C'	O
est	O
parler	O
devant	O
moi	O
bien	O
haut	O
pour	O
un	O
berger	O
.	O

Des	O
bergers	O
comme	O
moi	O
le	O
peuvent	O
sans	O
danger	O
.	O

Cette	O
fierté	O
m'	O
étonne	O
et	O
je	O
ne	O
puis	O
comprendre	O
...	O
On	O
m'	O
aime	O
et	O
ce	O
seul	O
mot	O
suffit	O
pour	O
vous	O
l'	O
apprendre	O
.	O

Que	O
vous	O
sert	O
cet	O
amour	O
quand	O
j'	O
ai	O
l'	O
aveu	O
du	O
Roi	O
?	O

Que	O
vous	O
sert	O
cet	O
aveu	O
,	O
quand	O
son	O
coeur	O
est	O
à	O
moi	O
!	O

Quand	O
on	O
a	O
comme	O
moi	O
la	O
gloire	O
de	O
lui	O
plaire	O
...	O
Quand	O
on	O
a	O
qu'	O
à	O
combattre	O
un	O
berger	O
téméraire	O
...	O
Je	O
ne	O
sais	O
qui	O
l'	O
est	O
plus	O
du	O
berger	O
ou	O
de	O
vous	O
.	O

Ah	O
c'	O
en	O
est	O
trop	O
.	O

Calmez	O
ce	O
dangereux	O
courroux	O
.	O

Hé	O
quoi	O
contre	O
un	O
berger	O
et	O
même	O
en	O
ma	O
présence	O
Un	O
Prince	O
...	O
Je	O
réponds	O
ici	O
de	O
sa	O
clémence	O
.	O

Vous	O
voyez	O
qu'	O
un	O
berger	O
me	O
brave	O
impunément	O
,	O
Et	O
vous	O
vous	O
offensez	O
de	O
mon	O
ressentiment	O
?	O

C'	O
est	O
trop	O
souffrir	O
.	O

Ô	O
Dieux	O
!	O

Ne	O
craignez	O
rien	O
Princesse	O
.	O

Quel	O
charme	O
sur	O
mes	O
bras	O
jette	O
tant	O
de	O
faiblesse	O
?	O

Pouvez-vous	O
pour	O
un	O
Dieu	O
craindre	O
quelque	O
danger	O
?	O

Ma	O
tendresse	O
d'	O
abord	O
n'	O
a	O
rien	O
vu	O
qu'	O
un	O
berger	O
.	O

Ce	O
prompt	O
enchantement	O
et	O
ce	O
charme	O
invisible	O
Me	O
fait	O
connaître	O
enfin	O
cet	O
amant	O
si	O
terrible	O
,	O
Ce	O
rival	O
dont	O
tantôt	O
vous	O
m'	O
avez	O
menacé	O
.	O

Oui	O
Prince	O
,	O
c'	O
est	O
lui-même	O
,	O
et	O
le	O
charme	O
est	O
passé	O
:	O
J'	O
ai	O
pitié	O
de	O
l'	O
état	O
,	O
où	O
vous	O
met	O
trop	O
d'	O
audace	O
:	O
Amant	O
de	O
Sémélé	O
vous	O
méritez	O
ma	O
grâce	O
.	O

Au	O
moins	O
par	O
cet	O
essai	O
connaissez	O
mon	O
pouvoir	O
.	O

Va	O
ta	O
pitié	O
ne	O
fait	O
qu'	O
aigrir	O
mon	O
désespoir	O
,	O
Injurieux	O
rival	O
,	O
laisse	O
moi	O
ma	O
faiblesse	O
;	O

Accable	O
un	O
malheureux	O
,	O
ou	O
me	O
rend	O
ma	O
Princesse	O
;	O

Tu	O
me	O
l'	O
ôtes	O
cruel	O
,	O
et	O
ton	O
charme	O
trompeur	O
Ainsi	O
que	O
sur	O
mon	O
bras	O
a	O
passé	O
dans	O
son	O
coeur	O
.	O

Princesse	O
ouvrez	O
les	O
yeux	O
et	O
voyez	O
l'	O
imposture	O
D'	O
un	O
art	O
affreux	O
et	O
noir	O
,	O
qui	O
force	O
la	O
nature	O
.	O

Vous	O
laissez-vous	O
surprendre	O
aux	O
charmes	O
d'	O
un	O
trompeur	O
?	O

Vous-même	O
connaissez	O
ce	O
divin	O
enchanteur	O
,	O
Qui	O
sous	O
les	O
faibles	O
traits	O
d'	O
un	O
enfant	O
de	O
la	O
terre	O
,	O
Cache	O
le	O
puissant	O
Dieu	O
qui	O
lance	O
le	O
tonnerre	O
.	O

Admirez	O
quel	O
rival	O
vous	O
fait	O
mon	O
changement	O
.	O

Jupiter	O
mon	O
rival	O
!	O

Dieux	O
quel	O
aveuglement	O
?	O

Vous	O
voyez	O
...	O
J'	O
ai	O
pitié	O
de	O
l'	O
erreur	O
qui	O
l'	O
abuse	O
.	O

Votre	O
infidélité	O
cherche	O
en	O
vain	O
cette	O
excuse	O
.	O

Sans	O
doute	O
,	O
et	O
je	O
rougis	O
qu'	O
un	O
changement	O
fatal	O
Donne	O
au	O
Prince	O
d'	O
Argos	B-LOC
un	O
berger	O
pour	O
rival	O
,	O
Si	O
la	O
bonté	O
d'	O
un	O
Dieu	O
ne	O
daigne	O
vous	O
absoudre	O
,	O
Craignez	O
de	O
le	O
connaître	O
à	O
l'	O
éclat	O
de	O
sa	O
foudre	O
.	O

Plût	O
au	O
Ciel	O
,	O
qu'	O
il	O
voulut	O
découvrir	O
à	O
mes	O
yeux	O
Par	O
un	O
coup	O
de	O
tonnerre	O
,	O
un	O
choix	O
si	O
glorieux	O
.	O

Du	O
moins	O
en	O
connaissant	O
le	O
Dieu	O
qui	O
me	O
surmonte	O
,	O
Je	O
mourrais	O
avec	O
joie	O
,	O
et	O
vous	O
perdrais	O
sans	O
honte	O
;	O

Mais	O
las	O
!	O

Ce	O
n'	O
est	O
pas	O
lui	O
,	O
mais	O
c'	O
est	O
vous	O
que	O
je	O
crains	O
La	O
foudre	O
est	O
dans	O
vos	O
yeux	O
,	O
et	O
non	O
pas	O
dans	O
ses	O
mains	O
.	O

Mais	O
quoi	O
l'	O
air	O
s'	O
obscurcit	O
et	O
l'	O
orage	O
s'	O
apprête	O
...	O
Quel	O
changement	O
soudain	O
excite	O
la	O
tempête	O
?	O

Quand	O
je	O
suis	O
sur	O
la	O
terre	O
,	O
il	O
tonne	O
dans	O
les	O
cieux	O
.	O

Il	O
tonne	O
,	O
et	O
c'	O
est	O
ici	O
le	O
grand	O
maître	O
des	O
Dieux	O
.	O

C'	O
est	O
à	O
cet	O
imposteur	O
qu'	O
il	O
déclare	O
la	O
guerre	O
.	O

Junon	O
quand	O
il	O
lui	O
plaît	O
peut	O
former	O
le	O
tonnerre	O
,	O
Elle	O
est	O
Reine	O
des	O
airs	O
.	O

Foudre	O
tombe	O
en	O
ce	O
lieu	O
;	O

Ta	O
gloire	O
est	O
de	O
punir	O
le	O
fantôme	O
d'	O
un	O
Dieu	O
.	O

Sans	O
doute	O
que	O
Junon	O
en	O
veut	O
à	O
ma	O
Princesse	O
.	O

Sans	O
doute	O
qu'	O
un	O
faux	O
charme	O
abuse	O
ma	O
tendresse	O
.	O

Quoi	O
vous	O
doutez	O
?	O

Voyez	O
quel	O
était	O
votre	O
erreur	O
.	O

Junon	O
descend	O
en	O
terre	O
;	O

évitons	O
sa	O
fureur	O
.	O

Nuages	O
descendez	O
,	O
et	O
qu'	O
une	O
épaisse	O
nue	O
La	O
dérobe	O
à	O
sa	O
rage	O
et	O
nous	O
cache	O
à	O
sa	O
vue	O
.	O

Dissipez	O
ce	O
nuage	O
,	O
il	O
est	O
temps	O
d'	O
éclater	O
,	O
Tombez	O
foudres	O
,	O
tombez	O
sur	O
un	O
faux	O
Jupiter	O
.	O

Grand	O
Dieu	O
venge	O
ton	O
nom	O
usurpé	O
par	O
un	O
traître	O
.	O

Mais	O
quel	O
est	O
ce	O
prodige	O
,	O
et	O
que	O
vois-je	O
paraître	O
?	O

C'	O
est	O
Junon	O
elle-même	O
avec	O
la	O
foudre	O
en	O
main	O
.	O

Pourquoi	O
cet	O
équipage	O
,	O
et	O
quel	O
est	O
son	O
dessein	O
?	O

De	O
ce	O
faux	O
Jupiter	O
qui	O
m'	O
ôte	O
ce	O
que	O
j'	O
aime	O
,	O
Me	O
vient-elle	O
venger	O
,	O
ou	O
se	O
venger	O
soi-même	O
?	O

Bergers	O
qui	O
la	O
voyez	O
descendre	O
dans	O
ce	O
bois	O
,	O
Pour	O
hâtez	O
son	O
secours	O
,	O
prêtez-moi	O
votre	O
voix	O
.	O

Reine	O
des	O
vents	O
Maîtresse	O
des	O
tempêtes	O
Épargnez	O
nos	O
champs	O
et	O
nos	O
têtes	O
,	O
Et	O
sur	O
ce	O
ravisseur	O
tournez	O
ce	O
grand	O
courroux	O
,	O
À	O
ce	O
triste	O
mortel	O
il	O
ravit	O
ce	O
qu'	O
il	O
aime	O
:	O
Vous	O
voyez	O
sa	O
douleur	O
,	O
vous	O
savez	O
par	O
vous-même	O
,	O
Tout	O
ce	O
que	O
souffre	O
un	O
coeur	O
amoureux	O
et	O
jaloux	O
.	O

Tu	O
me	O
vois	O
Alcméon	O
au	O
milieu	O
des	O
nuages	O
Par	O
un	O
soin	O
inutile	O
exciter	O
des	O
orages	O
,	O
Et	O
pour	O
des	O
vains	O
efforts	O
prêter	O
à	O
mon	O
courroux	O
,	O
Ces	O
traits	O
que	O
j'	O
ai	O
surpris	O
à	O
mon	O
perfide	O
époux	O
.	O

Jupiter	O
à	O
mes	O
yeux	O
dérobe	O
son	O
amante	O
;	O

Son	O
amour	O
tout	O
puissant	O
,	O
rend	O
ma	O
haine	O
impuissante	O
.	O

Vents	O
,	O
tempêtes	O
,	O
éclairs	O
,	O
enfants	O
de	O
ma	O
fureur	O
,	O
Qui	O
ne	O
semez	O
ici	O
qu'	O
une	O
vaine	O
terreur	O
,	O
Évanouissez-vous	O
:	O
l'	O
artifice	O
et	O
l'	O
adresse	O
Vengeront	O
mieux	O
que	O
vous	O
ma	O
gloire	O
et	O
ma	O
faiblesse	O
.	O

Toi	O
Prince	O
d'	O
Argos	B-LOC
approche	O
et	O
n'	O
appréhende	O
rien	O
,	O
Nos	O
malheurs	O
sont	O
communs	O
et	O
ton	O
sort	O
est	O
le	O
mien	O
:	O
Une	O
ingrate	O
Princesse	O
à	O
ta	O
flamme	O
infidèle	O
,	O
Triomphe	O
d'	O
un	O
mortel	O
,	O
et	O
brave	O
une	O
immortelle	O
,	O
Et	O
sa	O
fière	O
beauté	O
par	O
un	O
malheur	O
fatal	O
Rend	O
Jupiter	O
perfide	O
,	O
et	O
le	O
fait	O
ton	O
rival	O
.	O

Jupiter	O
mon	O
rival	O
?	O

Que	O
dites-vous	O
Déesse	O
?	O

Le	O
rival	O
dont	O
j'	O
osais	O
mépriser	O
la	O
faiblesse	O
,	O
Lui	O
qui	O
comme	O
un	O
berger	O
se	O
montrait	O
à	O
mes	O
yeux	O
,	O
Ce	O
rival	O
est	O
un	O
Dieu	O
le	O
plus	O
puissant	O
des	O
Dieux	O
?	O

J'	O
espérais	O
éclaircir	O
cette	O
étrange	O
aventure	O
,	O
Pour	O
convaincre	O
un	O
rival	O
d'	O
une	O
lâche	O
imposture	O
,	O
C'	O
était	O
là	O
tout	O
l'	O
espoir	O
dont	O
j'	O
osais	O
me	O
flatter	O
,	O
Et	O
dans	O
cet	O
imposteur	O
je	O
trouve	O
Jupiter	O
?	O

Vous	O
deviez	O
prévenir	O
ces	O
mortelles	O
alarmes	O
:	O
Avec	O
tant	O
de	O
puissance	O
,	O
avec	O
tant	O
de	O
charmes	O
,	O
Déesse	O
ignorez-vous	O
l'	O
art	O
de	O
vous	O
faire	O
aimer	O
?	O

Et	O
que	O
vous	O
manque-t-il	O
pour	O
plaire	O
et	O
pour	O
charmer	O
?	O

Mais	O
Prince	O
le	O
moyen	O
que	O
ma	O
beauté	O
l'	O
arrête	O
Ce	O
Dieu	O
qui	O
va	O
toujours	O
de	O
conquête	O
en	O
con	O
quête	O
.	O

Rien	O
ne	O
saurait	O
borner	O
ses	O
glorieux	O
soupirs	O
,	O
Quel	O
objet	O
peut	O
borner	O
de	O
si	O
vastes	O
désirs	O
.	O

Pour	O
consoler	O
ma	O
gloire	O
et	O
toute	O
ma	O
tendresse	O
,	O
Tâchons	O
adroitement	O
de	O
perdre	O
sa	O
Maîtresse	O
;	O

Sue	O
sa	O
fière	O
beauté	O
par	O
de	O
secrets	O
moyens	O
Je	O
m'	O
apprête	O
à	O
venger	O
tes	O
feux	O
comme	O
les	O
miens	O
.	O

Jusqu'	O
ici	O
j'	O
ai	O
voulu	O
par	O
une	O
guerre	O
ouverte	O
,	O
Par	O
de	O
honteux	O
éclats	O
,	O
entreprendre	O
sa	O
perte	O
;	O

Mais	O
le	O
grand	O
Jupiter	O
est	O
plus	O
puissant	O
que	O
moi	O
.	O

Pour	O
la	O
perdre	O
en	O
secret	O
...	O
D'	O
où	O
te	O
vient	O
cet	O
effroi	O
?	O

Tremble-tu	O
des	O
périls	O
d'	O
une	O
ingrate	O
Princesse	O
?	O

Toute	O
ingrate	O
qu'	O
elle	O
est	O
excusez	O
ma	O
faiblesse	O
:	O
J'	O
ai	O
pour	O
sa	O
trahison	O
une	O
secrète	O
horreur	O
,	O
Et	O
l'	O
amour	O
toutefois	O
règne	O
encor	O
dans	O
mon	O
coeur	O
.	O

J'	O
ai	O
donc	O
tort	O
de	O
venir	O
avec	O
tant	O
d'	O
imprudence	O
,	O
Te	O
fier	O
le	O
secret	O
d'	O
une	O
juste	O
vengeance	O
.	O

Gardant	O
pour	O
ma	O
rivale	O
un	O
sentiment	O
si	O
doux	O
,	O
Ta	O
faiblesse	O
contre	O
elle	O
augmente	O
mon	O
courroux	O
.	O

Regardez	O
ma	O
Princesse	O
avec	O
moins	O
de	O
colère	O
:	O
Qu'	O
a-t-elle	O
fait	O
enfin	O
qui	O
puisse	O
vous	O
déplaire	O
?	O

Aux	O
tendresses	O
d'	O
un	O
Dieu	O
peut-elle	O
résister	O
.	O

Que	O
suis-je	O
,	O
hélas	O
que	O
suis-je	O
auprès	O
de	O
Jupiter	O
?	O

Sous	O
ces	O
belles	O
couleurs	O
couvre	O
ton	O
infamie	O
,	O
Pour	O
mériter	O
ma	O
haine	O
aime	O
mon	O
ennemie	O
.	O

Hé	O
bien	O
sauvez	O
mon	O
coeur	O
de	O
cette	O
lâcheté	O
:	O
Je	O
voudrais	O
bien	O
haïr	O
cette	O
ingrate	O
beauté	O
;	O

Mais	O
puisque	O
sur	O
mes	O
sens	O
elle	O
est	O
trop	O
souveraine	O
,	O
Pour	O
venger	O
mon	O
amour	O
,	O
prêtez-moi	O
votre	O
haine	O
;	O

Si	O
je	O
ne	O
sais	O
qu'	O
aimer	O
,	O
haïssez-la	O
pour	O
moi	O
.	O

Tu	O
seras	O
satisfait	O
et	O
c'	O
est	O
là	O
mon	O
emploi	O
.	O

Je	O
sais	O
l'	O
art	O
de	O
haïr	O
sans	O
remords	O
et	O
sans	O
haine	O
.	O

Si	O
l'	O
amour	O
à	O
ses	O
Dieux	O
je	O
le	O
suis	O
pour	O
la	O
haine	O
.	O

Pour	O
faire	O
agir	O
la	O
mienne	O
avec	O
plus	O
de	O
bonheur	O
,	O
Et	O
mettre	O
en	O
sûreté	O
mon	O
nom	O
et	O
mon	O
honneur	O
,	O
Sous	O
des	O
traits	O
déguisés	O
abusant	O
ta	O
Princesse	O
...	O
Mais	O
je	O
t'	O
en	O
dirais	O
trop	O
et	O
je	O
crains	O
ta	O
faiblesse	O
:	O
Je	O
t'	O
instruirai	O
de	O
tout	O
avant	O
la	O
fin	O
du	O
jour	O
.	O

Adieu	O
je	O
vais	O
venger	O
ma	O
gloire	O
et	O
ton	O
amour	O
.	O

Vous	O
n'	O
avez	O
rien	O
à	O
craindre	O
ici	O
belle	O
Princesse	O
.	O

Toi	O
,	O
tâche	O
d'	O
observer	O
la	O
jalouse	O
Déesse	O
:	O
Surtout	O
cache-lui	O
bien	O
cet	O
asile	O
secret	O
.	O

J'	O
obéirai	O
fort	O
mal	O
s'	O
il	O
faut	O
être	O
discret	O
.	O

Hé	O
bien	O
ces	O
grands	O
essais	O
d'	O
amour	O
et	O
de	O
puissance	O
Vous	O
laissent-ils	O
encor	O
dans	O
quelque	O
défiance	O
?	O

Doutez-vous	O
de	O
mon	O
nom	O
?	O

Ce	O
merveilleux	O
séjour	O
,	O
Et	O
ces	O
lieux	O
enchantés	O
qu'	O
a	O
produit	O
mon	O
amour	O
,	O
Sont-ils	O
de	O
ma	O
grandeur	O
un	O
faible	O
témoignage	O
?	O

Vous	O
voyez	O
au	O
milieu	O
d'	O
une	O
forêt	O
sauvage	O
,	O
Naître	O
par	O
un	O
miracle	O
aussi	O
rare	O
que	O
beau	O
,	O
D'	O
un	O
amas	O
de	O
beautés	O
le	O
spectacle	O
nouveau	O
.	O

Ces	O
lieux	O
quand	O
vous	O
voudrez	O
vous	O
offrent	O
un	O
asile	O
,	O
Pour	O
vous	O
comme	O
l'	O
accès	O
l'	O
issue	O
en	O
est	O
facile	O
.	O

Ici	O
loin	O
de	O
Junon	O
,	O
et	O
loin	O
de	O
votre	O
Cour	O
,	O
Et	O
sans	O
autres	O
témoins	O
que	O
les	O
yeux	O
de	O
l'	O
Amour	O
,	O
Nous	O
goûterons	O
tous	O
deux	O
tout	O
ce	O
que	O
dans	O
les	O
âmes	O
Répandent	O
de	O
douceurs	O
les	O
plus	O
heureuses	O
flammes	O
,	O
Tout	O
ce	O
que	O
font	O
sentir	O
de	O
joie	O
et	O
de	O
plaisirs	O
,	O
Le	O
commerce	O
amoureux	O
des	O
yeux	O
et	O
des	O
soupirs	O
,	O
Les	O
combats	O
d'	O
amitié	O
,	O
de	O
soins	O
,	O
de	O
déférences	O
,	O
Les	O
flatteurs	O
entretiens	O
,	O
les	O
tendres	O
confidences	O
,	O
Ces	O
beaux	O
emportements	O
de	O
l'	O
esprit	O
et	O
du	O
coeur	O
,	O
Ces	O
charmes	O
composés	O
de	O
flamme	O
,	O
et	O
de	O
langueur	O
,	O
Les	O
doux	O
égarements	O
,	O
les	O
aimables	O
faiblesses	O
,	O
Les	O
extases	O
d'	O
amour	O
,	O
les	O
transports	O
,	O
les	O
tendresses	O
,	O
Tout	O
ce	O
qui	O
peut	O
enfin	O
nous	O
flatter	O
tour	O
à	O
tour	O
,	O
Quand	O
on	O
se	O
donne	O
tout	O
au	O
pouvoir	O
de	O
l'	O
Amour	O
.	O

Ah	O
!	O

Que	O
de	O
ces	O
discours	O
la	O
divine	O
éloquence	O
,	O
Du	O
Dieu	O
dont	O
je	O
doutais	O
me	O
fait	O
voir	O
la	O
présence	O
!	O

Vous	O
êtes	O
Jupiter	O
,	O
mon	O
doute	O
est	O
éclairci	O
,	O
Et	O
les	O
Dieux	O
seulement	O
peuvent	O
parler	O
ainsi	O
.	O

Autrefois	O
d'	O
un	O
mortel	O
j'	O
ai	O
ressenti	O
la	O
flamme	O
;	O

Mais	O
ce	O
n'	O
est	O
pas	O
ainsi	O
qu'	O
il	O
régnait	O
dans	O
mon	O
âme	O
:	O
Je	O
sens	O
bien	O
d'	O
autres	O
feux	O
,	O
et	O
des	O
traits	O
plus	O
puissants	O
,	O
Un	O
coup	O
d'	O
oeil	O
vous	O
rend	O
maître	O
,	O
et	O
des	O
coeurs	O
et	O
des	O
sens	O
,	O
Et	O
cette	O
liberté	O
notre	O
unique	O
avantage	O
,	O
De	O
vos	O
divines	O
mains	O
le	O
présent	O
et	O
l'	O
ouvrage	O
,	O
Pour	O
entrer	O
dans	O
vos	O
fers	O
trouve	O
un	O
penchant	O
si	O
doux	O
,	O
Qu'	O
on	O
voit	O
bien	O
que	O
nos	O
coeurs	O
s'	O
entendent	O
avec	O
vous	O
.	O

Si	O
ma	O
divinité	O
vous	O
paraît	O
si	O
présente	O
,	O
Je	O
dois	O
vous	O
en	O
donner	O
une	O
marque	O
éclatante	O
.	O

Je	O
veux	O
que	O
dans	O
ces	O
lieux	O
le	O
comble	O
des	O
plaisirs	O
,	O
Par	O
un	O
charme	O
éternel	O
remplisse	O
vos	O
désirs	O
;	O

Le	O
ciel	O
respectera	O
ce	O
précieux	O
asile	O
;	O

Vous	O
y	O
respirerai	O
un	O
air	O
pur	O
et	O
tranquille	O
,	O
Que	O
rien	O
ne	O
troublera	O
que	O
vos	O
tendres	O
soupirs	O
,	O
Et	O
le	O
souffle	O
amoureux	O
des	O
aimables	O
Zéphyrs	O
;	O

Ici	O
chaque	O
saison	O
vous	O
donnera	O
des	O
roses	O
,	O
Les	O
plus	O
charmantes	O
fleurs	O
,	O
et	O
les	O
plus	O
belles	O
choses	O
,	O
Et	O
pour	O
n'	O
y	O
rendre	O
pas	O
nos	O
plaisirs	O
limités	O
Chaque	O
jour	O
produira	O
de	O
nouvelles	O
beautés	O
;	O

La	O
Mère	O
des	O
Plaisirs	O
vous	O
y	O
suivra	O
sans	O
cesse	O
,	O
Cette	O
source	O
d'	O
appas	O
,	O
la	O
brillante	O
Jeunesse	O
,	O
Répandra	O
sur	O
vos	O
jours	O
un	O
éternel	O
printemps	O
,	O
Et	O
les	O
affranchira	O
de	O
la	O
fureur	O
des	O
ans	O
;	O

Mille	O
Ris	O
,	O
mille	O
Jeux	O
,	O
et	O
leur	O
charmante	O
Mère	O
,	O
N'	O
y	O
prendront	O
d'	O
autre	O
soin	O
que	O
celui	O
de	O
vous	O
plaire	O
;	O

Vous	O
y	O
verrez	O
toujours	O
les	O
plus	O
jeunes	O
Amours	O
,	O
Et	O
tout	O
ce	O
qu'	O
avec	O
eux	O
amènent	O
les	O
beaux	O
jours	O
;	O

C'	O
est	O
ici	O
que	O
nos	O
coeurs	O
aimeront	O
sans	O
contrainte	O
,	O
Jouiront	O
sans	O
dégoût	O
,	O
posséderont	O
sans	O
crainte	O
,	O
Et	O
ce	O
qui	O
plus	O
que	O
tout	O
doit	O
flatter	O
vos	O
désirs	O
,	O
C'	O
est	O
un	O
Dieu	O
tout-puissant	O
qui	O
promet	O
ces	O
plaisirs	O
.	O

Que	O
de	O
biens	O
à	O
la	O
fois	O
!	O

Mais	O
hélas	O
!	O

Leur	O
durée	O
.	O

N'	O
en	O
sera-t-elle	O
point	O
courte	O
et	O
mal	O
assurée	O
?	O

Ces	O
plaisirs	O
qui	O
seront	O
les	O
fruits	O
de	O
votre	O
amour	O
,	O
Suivront-ils	O
le	O
destin	O
de	O
qui	O
les	O
met	O
au	O
jour	O
?	O

L'	O
amour	O
n'	O
est	O
pas	O
pour	O
vous	O
un	O
tribut	O
nécessaire	O
,	O
Vous	O
êtes	O
de	O
ses	O
lois	O
esclave	O
volontaire	O
,	O
Un	O
Dieu	O
n'	O
aime	O
qu'	O
autant	O
qu'	O
il	O
se	O
laisse	O
enflammer	O
,	O
Et	O
qui	O
peut	O
n'	O
aimer	O
pas	O
,	O
cesse	O
bientôt	O
d'	O
aimer	O
.	O

Pardonnez-moi	O
de	O
grâce	O
un	O
peu	O
de	O
défiance	O
;	O

Tant	O
de	O
biens	O
pour	O
jamais	O
ont	O
si	O
peu	O
d'	O
apparence	O
,	O
Que	O
j'	O
ai	O
trop	O
de	O
sujet	O
de	O
craindre	O
un	O
changement	O
.	O

Que	O
vous	O
connaissez	O
mal	O
le	O
coeur	O
de	O
votre	O
amant	O
!	O

Son	O
ardeur	O
pour	O
s'	O
éteindre	O
est	O
trop	O
grande	O
et	O
trop	O
belle	O
;	O

Dans	O
un	O
coeur	O
immortel	O
l'	O
amour	O
est	O
immortelle	O
,	O
Et	O
ce	O
feu	O
dont	O
vos	O
yeux	O
sont	O
la	O
source	O
et	O
l'	O
appui	O
,	O
Doit	O
s'	O
il	O
enflamme	O
un	O
Dieu	O
durer	O
autant	O
que	O
lui	O
.	O

Souffrez	O
pour	O
un	O
moment	O
qu'	O
en	O
ces	O
lieux	O
je	O
vous	O
laisse	O
;	O

Mon	O
destin	O
me	O
l'	O
ordonne	O
et	O
mon	O
devoir	O
me	O
presse	O
;	O

Mais	O
songez	O
quand	O
je	O
rends	O
mes	O
soins	O
à	O
l'	O
univers	O
,	O
Qu'	O
un	O
Empire	O
si	O
beau	O
me	O
plaît	O
moins	O
que	O
vos	O
fers	O
.	O

Faites	O
